ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
177,Mayo - Welcoming and Including New Communities (WIN) ,"The Welcoming and Including New Communities Project supports migrant families and individuals living in the community, including those seeking international protection. Staff are available to answer questions and assist with various applications including citizenship, residency, travel documents, social welfare, employment, training and education etc. ","citizenship, social welfare applications, form filling, housing, finding work, accessing training and employment Irish residency permits, integration, rights and entitlements","Welcoming and Including New Communities Project, The Golden Mile, Breaffy Road, Castlebar, Co. Mayo. F23 V125",F23 V125,No,https://southmayo.com/,win@southmayo.com,N/A,Health Services;Information & Advice;Employment & Training;Education;Housing support;Wellbeing & Mental Health;Community & Family;Legal Advice;,Multiple services,53.851,-9.282,N/A,,,,,,,,,,,,
389,Meath - Cultúr Migrants Centre,"To use a community work approach to engage with and empower ethnic minorities in Co. Meath, building participation and collective action, supporting ethnic minorities as agents for social change on issues identified by ethnic minorities themselves.","Help with forms, Finding work, Training, English classes, Rights","Ground Floor, St. Anne’s Resource Centre Railway St Navan Co. Meath.",C15 W0YX,No,https://cultur.ie/,communityworker@cultur.ie,None,"Information & Advice, Employment & Training, Education, Language Support, Housing Support, Public Awareness & Activsm",Multiple Services,53.651,-6.686,9:30am-1pm; 2-5:30pm,,,,,,,,,,,,
154,Meath - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
178,Meath - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Law Centre Navan, 4 Kennedy Road, Townparks, Navan, Co Meath",C15 Y53F,No,www.legalaidboard.ie,lawcentrenavan@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200; Meath (046) 9072515,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,53.65379075,-6.686216044,N/A,,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Ashbourne),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"Donaghmore Ashbourne GAA Centre,  Killegland West, Killegland, Ashbourne A84 YY47",A84 YY47,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.51022722,-6.410480403,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Athboy),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"LMETB Adult Education & Training Centres, Kells Road, Athboy C15DK16",C15DK16,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.62663479,-6.90739095,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Kells),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"LMETB Adult Education & Training Centres, Bective Street, Kells  A82 A07",A82 A07,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.7242583,-6.880294173,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Laytown),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"LMETB Adult Education & Training Centres, Tara Road, Bettystown, A92 XK64",A92 XK64,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.69375036,-6.247672433,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Meath),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"LMETB, Railway Street, Navan Co. Meath (Old Motor Tax Office) ",C15 X407,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.649,-6.706,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
54,Meath - LMETB Adult Educational Guidance Service (Trim),"LMETB’s Guidance, Information and Recruitment Services provide: Information on education and training opportunities, full-time, part-time, locally & nationally One to one educational guidance for early school leavers and/or social welfare recipients. Referral to a range of education and training options within LMETB and other education providers",Educational/Career Guidance/English Classes/Computer Classes/Part-Time Courses,"LMETB Adult Education & Training Centres, New Haggard Street, Trim C15 RD25",C15 RD25,No,https://www.lmetb.ie/further-education-training/guidance-information-and-recruitment/,adultguidance@lmetb.ie,1800 991 898,Education;Employment & Training;,Employment & Training,53.55256623,-6.79258037,"Tuesday, Thursday. Different days times/also can be sessional so will need to send in a separate email as these days above are only for some centres. ",,,,,,,,,,,,
394,Meath - Meath County Council,"The Local Authority Integration Team (LAIT) is available to provide on-going integration supports to people categorised in any of the following groups living in County Meath: International Protection (IP) applicants, Programme Refugees, Beneficiaries of Temporary Protection (BOTP).","The Integration team will provide signposting to services one needs to access employment and develop English language proficiency, access childcare and healthcare services and to connect to sporting and other local/community activities. ","Buvinda House, Dublin Road, Navan, Co. Meath",C15 Y291,No,https://www.meath.ie/council/council-services/community/local-authority-integration-team,integration@meathcoco.ie,0469097000,Information & Advice,Multiple Services,53.649,-6.685,"By appointment only. Monday, Tuesday, Wednesday, Thursday, Friday: 9am-5pm (closed for lunch 1-2pm)",,,,,,,,,,,,
110,Meath - Meath Partnership Ltd,"Meath Partnership is a dynamic partnership company established in 2006 to deliver a range of rural, social and economic programmes at local level across County Meath.  Through these programmes, we provide support and assistance to private individuals and community groups active at local level through capital grant aid, technical assistance, guidance and mentoring, information and support, training opportunities and development initiatives.  We are constantly updating and improving the range of services and supports we provide to meet the needs of our customers and clients.","Through these programmes: SICAP (Social Inclusion Community Activation Program), Meath Volunteer Centre, TUS, Leader, Rural Social Scheme, EU Projects, Education & Training we provide support and assistance to private individuals and community groups active at local level through capital grant aid, technical assistance, guidance and mentoring, information and support, training opportunities and development initiatives.","Units J & K, Kells Business Park Cavan Road Kells Co. Meath A82 N6P8",A82 N6P8,No,https://meathpartnership.ie,info@meathparntership.ie,00353 46 9280790 ,Information & Advice;Employment & Training;Education;Wellbeing & Mental Health;Community & Family;Public Awareness & Activism;Environment;,Multiple services,53.74,-6.901,N/A,,,,,,,,,,,,
223,Meath - Trim Family Resource Centre,"Trim FRC is a locally based family support and community development project. We provide services such as a food bank, social prescribing and wellbeing courses. ","Food Bank, Health and Wellbeing Courses, Social Prescribing, Family Support, English Classes, Conversational English Classes","22 Mornington Drive, Trim, Co. Meath, C15 R853",C15 R853,No,https://trimfamilyresourcecentre.ie/,info@trimfrc.ie,046 943 8850,"Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Emergency & Homelessness Support (e.g. food, shelter, day services);",Community & Family,53.54937268,-6.788796409,N/A,,,,,,,,,,,,
223,Meath - Trim Family Resource Centre,"Trim FRC is a locally based family support and community development project. We provide services such as a food bank, social prescribing and wellbeing courses. ","Food Bank, Health and Wellbeing Courses, Social Prescribing, Family Support, English Classes, Conversational English Classes","The Bungalow, 15 Wellington Avenue, Trim, Co. Meath, C15 FC03",C15 FC03,No,https://trimfamilyresourcecentre.ie/,info@trimfrc.ie,046 943 8850,"Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Emergency & Homelessness Support (e.g. food, shelter, day services);",Community & Family,53.55023581,-6.790952878,N/A,,,,,,,,,,,,
222,Meath - Ukrainian community in Co. Meath,"We are a community organization supporting Ukrainians in County Meath. We provide social, educational, and cultural programs, language support, and assistance with integration and employment. Our goal is to foster community connections, well-being, and empowerment for Ukrainian individuals and families living in the area.","Ukrainian support, community programs, integration help, English classes, employment support, social services, cultural activities, language support, family assistance","22 Mornington Drive, Trim, Co. Meath, C15 R853",C15 R853,No,https://ucm.ie,ukr.com.meath@gmail.com,089 204 4637,Information & Advice;Employment & Training;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Public Awareness & Activism;Culture & the Arts;,Information & Advice,53.54937268,-6.788796409,N/A,,,,,,,,,,,,
395,Monaghan - Cavan and Monaghan Education and Training Board ,"We aim to provide adults in counties Cavan and Monaghan with the Information, Advice, and Guidance needed to help them make the correct decisions regarding their education, training and career choices.",English classes all levels ,"CMETB Adult Education Service, Dun Mhuire, Mullaghanmonaghan, Monaghan , H18T383",H18T383,No,https://www.cmetbadultguidance.ie/,monaghanguidance@cmetb.ie,04730800,Information & Advice,Information & Advice,54.247,-6.975,"Wednesday, Thursday: 9.30am-12.00pm",,,,,,,,,,,,
396,Monaghan - Cavan and Monaghan Education and Training Board ,"We aim to provide adults in counties Cavan and Monaghan with the Information, Advice, and Guidance needed to help them make the correct decisions regarding their education, training and career choices.",English classes all levels ,"CMETB Adult Education Service, The Workhouse, Shercock Road, Carrickmacross, Co Monaghan",A81 E372,No,https://www.cmetbadultguidance.ie/,monaghanguidance@cmetb.ie,04730800,Information & Advice,Information & Advice,53.98083124,-6.719730575,"Wednesday, Thursday: 9.30am-12pm",,,,,,,,,,,,
397,Cavan - Cavan and Monaghan Education and Training Board ,"We aim to provide adults in counties Cavan and Monaghan with the Information, Advice, and Guidance needed to help them make the correct decisions regarding their education, training and career choices.",English classes all levels ,"CMETB Adult Education Service, Units 4 and 5, Church View Square, Cavan",H12 A592,No,https://www.cmetbadultguidance.ie/,cavanguidance@cmetb.ie,0494377001,Information & Advice,Information & Advice,53.99529169,-7.351361699,"Wednesday, Thursday: 9.30am-12pm",,,,,,,,,,,,
398,Cavan - Cavan and Monaghan Education and Training Board ,"We aim to provide adults in counties Cavan and Monaghan with the Information, Advice, and Guidance needed to help them make the correct decisions regarding their education, training and career choices.",English classes all levels ,"CMETB Adult Education Service, Virginia Rd, Kilmore, Ballyjamesduff, Co Cavan",A82 AX70,No,https://www.cmetbadultguidance.ie/,cavanguidance@cmetb.ie,0498553528,Information & Advice,Information & Advice,53.86864176,-7.193266024,"Wednesday, Thursday: 9.30am-12pm",,,,,,,,,,,,
233,Monaghan - Clones Family Resource LTD ,"Prime contact(1 call resolution, immigration, asylum, DSP) Counselling, play therapy, Kool kids, baby and toddler, social prescribing  ",Help with anything related to community services. ,"Jubilee road unit 5, clones co Monaghan ",H23AE75,No,www.clonesfrc.com,edgar@clonesfrc.ie,04752919,Information & Advice;Housing support;Wellbeing & Mental Health;Community & Family;Language Support;Health Services;Environment;,Information & Advice,54.18142084,-7.232046783,"Monday, Tuesday, Wednesday, Thursday, Friday: 9.30am-4pm",,,,,,,,,,,,
154,Monaghan - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
43,Monaghan - ISPCC Childline Therapeutic Support Service,Our Childline Therapeutic Support Service (CTSS) in Co Cavan & Monaghan works with children and young people (up to 18 years of age) and their families. Our service is based on a resilience model and provides children & young people with 1:1 therapeutic support during difficult or traumatic times in their lives. We work on the ethos of voluntary participation where each individual is respected and valued.,"Therapeutic Support, parenting, resilience, wellbeing, coping strategies, self esteem, confidence","ISPCC YWCA Building, North rd, Monaghan",H18 KF98,No,www.ispcc.ie,monaghan@ispcc.ie,086 8353745,Wellbeing & Mental Health;Community & Family;Youth Services;Public Awareness & Activism;,Wellbeing & Mental Health,54.249,-6.992,N/A,,,,,,,,,,,,
178,Monaghan - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Law Centre Monaghan, Alma House, The Diamond, Co Monaghan",H18 PD65,No,www.legalaidboard.ie,lcmonaghan@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200; Monaghan (047) 84888,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,54.24933156,-6.966780022,N/A,,,,,,,,,,,,
233,Monaghan - Monaghan County Council Local Authority Integration Team,"Monaghan County Council Integration Team providing signposting support to newly arrived migrants, IPA's, BOTPS and program refugees in the local area. We run weekly clinics in both accommodation centres and public spaces for people to access our support ","integration, information, support, help with forms, education advice, social welfare advice, medical card advice, employment advice, information clinics, work permit advice, voluntary return ",None,None ,No,www.monaghan.ie ,integration@monaghancoco.ie,047 73787,"Information & Advice, Wellbeing & Mental Health, Community & Family",Information & Advice,54.249,-6.968,Carrickmacross Workhouse - Thursdays: 11am-1pm; Monaghan Library Peace Campus - Wednesdays: 1:30pm-3:30pm,,,,,,,,,,,,
403,Monaghan - Monaghan Integrated Development,"Local Development Company. services include: Life Coaching, Training Fund, Driving Lessons, Parenting Programmes, Self-Employment Supports, Household Budgeting, English Conversation Classes.","English classes, financial assistance for training or education, parenting, employment supports'","Monaghan Integrated Development CLG, Unit 9 Drumillard Business Park, Castleblayney, Co Monaghan, Ireland. ",A75 HR59,No,www.midl.ie,info@midl.ie,042 97 49500,"Information & Advice, Employment & Training, Language Support, Community & Family",Multiple Services,54.124,-6.743,N/A,,,,,,,,,,,,
404,Monaghan - Monaghan Integrated Development ,"Monaghan Integrated Development is a Local Development Company providing rural development, community development and social inclusion supports for people living in Co Monaghan. ","English classes, financial assistance for training or education, parenting, employment supports'","Castleblayney, Co. Monaghan ",A75 HR59,No,www.midl.ie ,info@midl.ie,042 9749500,"Information & Advice, Employment & Training, Education, Language Support, Wellbeing & Mental Health, Community & Family",Multiple Services,54.124,-6.743,9am-5pm,,,,,,,,,,,,
405,Monaghan - Monaghan Migrant Support Centre,"Monaghan Migrant Support Centre run by Monaghan Integrated Development provides various supports for migrants on site and in outreach in County Monaghan: Failte Isteach classes - Conversational English of all levels; Women and toddler group; Men's group. Individual support: Ukrainian Support, Health Intercultural Support Translation service LINC","English classes, help with forms, information, migrant support, events, support for Ukrainians","North Rd, Mullaghmonaghan, Monaghan, H18 ET71",H18 ET71,No,https://www.facebook.com/MigrantSupportMonaghan/,failte.isteachmonaghan@gmail.com,087 673 8835,"Health Services, Information & Advice, Education, Language Support, Community & Family",Multiple Services,54.249,-6.971,9am-1pm,,,,,,,,,,,,
406,Monaghan - Places of Sanctuary/Schools of Sanctuary,"We aim to build a culture of welcome, inclusion and understanding for all refugees and asylum seekers coming to Ireland. We help create spaces where refugees and other newcomers can meet and build understanding with locals, through Schools, Universities and other Places of Sanctuary.","Welcoming refugees in schools, Universities, churches, libraries and communities",Monaghan,None,No,https://schools-ireland.cityofsanctuary.org/,schools@ireland.cityofsanctuary.org,None,"Employment & Training, Education, Language Support, Community & Family, Public Awareness & Activsm, Empowering and linking refugees and host communities",Education,54.249,-6.968,N/A,,,,,,,,,,,,
407,Monaghan - Sanctuary Runners,"We have groups nation wide. You can find the updated list at https://sanctuaryrunners.ie/groups/  . Sanctuary Runners uses running, jogging and walking to bring together everyone in the community. Our model allows people to get to know each other and have fun while getting some exercise, especially migrants and refugees new to the community! We operate under the principles of solidarity, friendship and respect. ","Community, friendship, network, running, walking, jogging, exercise, mental health, wellbeing, parks",Monaghan Town,None,No,https://sanctuaryrunners.ie/,sanctuaryrunnersmonaghan@gmail.com,None,"Wellbeing & Mental Health, Community & Family",Multiple Services,54.249,-6.968,"Yes, each group welcomes people to 'just show up'. Times vary depending on the group",,,,,,,,,,,,
154,Offaly - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
408,Offaly - Laois & Offaly Citizens Information Service,"Citizens Information Services provide free, impartial, and confidential information, advice and advocacy services to the public. Our Information Officers assist people with queries on a broad spectrum of public and social services, including social welfare entitlements, income tax calculations, housing supports and access to health services.","Information, rights, entitlements, housing, social welfare, employment, immigration, consumer rights, health, tax,","Bridge Centre, Tullamore, Co. Offaly",R35Y6Y7,No,www.citinfo.ie,tullamore@citinfo.ie,0818 07 6290,Information & Advice,Information & Advice,53.274,-7.493,"Monday, Tuesday, Wednesday, Thursday,Friday: 9:30am-12:30pm",,,,,,,,,,,,
178,Offaly - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Law Centre Tullamore, Harbour Street, Tullamore, Co Offaly",R35 NW08,No,www.legalaidboard.ie,lawcentretullamore@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200; Offaly (057) 9351177,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,53.27647689,-7.490765043,N/A,,,,,,,,,,,,
42,Offaly - Offaly County Childcare Committee Clg ,Offaly County Childcare Committee supports parents to find and access preschool and school aged places and parent & toddler groups. Offaly CCC can support parents to apply for NCS for their child. Offaly CCC delivers Stay & Play Sessions in towns throughout the county.  It supports childminders to register. ,"ECCE Places, School Age Places, NCS Scheme, Parent & Toddler Groups, Stay & Play Sessions","Floor 1, 8 O'Connor Square, Tullamore, Co. Offaly R35 Y7P0",R35 Y7P0,No,www.offalychildcare.com,aine@offalychildcare.com,057 9135878,Community & Family;Information & Advice;Support to find childcare places. ;,Information & Advice,53.274,-7.513,"Monday, Tuesday, Wednesday, Thursday, Friday: 9.30am-4.30pm",,,,,,,,,,,,
409,Offaly - Offaly County Council,"Local Authority Integration Teams promote integration from day 1 by helping international protection applicants,refugees & beneficiaries of temporary protection access services and supports.Through service mapping,clinics & tailored coordination,LAITs ensure individuals & families can engage with their communities & thrive in their new environment.","Integration,  access, welcoming,  supportive, help, inclusive, empowering, practical, caring, community, guidance, informative, holistic,  compassionate ","Offaly County Council, Aras an Chontae, Charleville Road, Tullamore, Co Offaly R35 F893",R35 F893 ,No,www.offaly.ie/local-authority-integration-team-lait/,integration@offalycoco.ie,0579346800,Information & Advice,Multiple Services,53.269,-7.5,Not at present,,,,,,,,,,,,
410,Offaly - OFFALY VOLUNTEER CENTRE,"We are a voluntary organisation and registered charity. Our remit is to support volunteers and VIOs in County Offaly. In March 2022, OVC established Sonyashnyk Offaly (Sunflowers Offaly) in response to the Ukrainian crisis. It is a hub that provides a free shop with necessary clothing and personal hygiene items. Support & Advice.","CLOTHING, PERSONAL HYGIENE ITEMS, ADVICE, SUPPORT, BEFRIENDING",Offaly Volunteer Centre Bury Quay TULLAMORE,R35Y5V0,No,www.volunteeroffaly.ie,ernest@volunteeroffaly.ie,0830154669,"Information & Advice, Community & Family, Public Awareness & Activsm",Multiple Services,53.278,-7.493,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday: 10am-1pm",,,,,,,,,,,,
411,Offaly - Sanctuary Runners,"We have groups nation wide. You can find the updated list at https://sanctuaryrunners.ie/groups/  . Sanctuary Runners uses running, jogging and walking to bring together everyone in the community. Our model allows people to get to know each other and have fun while getting some exercise, especially migrants and refugees new to the community! We operate under the principles of solidarity, friendship and respect. ","Community, friendship, network, running, walking, jogging, exercise, mental health, wellbeing, parks",Tullamore,None,No,https://sanctuaryrunners.ie/,tullamore@sanctuaryrunners.ie,None,"Wellbeing & Mental Health, Community & Family",Multiple Services,53.275,-7.492,"Yes, each group welcomes people to 'just show up'. Times vary depending on the group",,,,,,,,,,,,
79,Offaly - Tullamore International Welcome Centre ,"A welcoming, open place where people of all nationalities can meet to make new friends, practice English and learn about local resources.","English classes, local information, integration support, friendship, community, Church of Sanctuary, parent support, housing advice","Tullamore Presbyterian Church, High Street, Tullamore, Offaly, R35XY92 ",R35XY92 ,No,www.praystation.ie,william@tullamorepresbyterian.org,0851476929,Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Housing support;,Multiple services,53.272,-7.515,Thursday: 2-5pm,,,,,,,,,,,,
227,Roscommon - Ballaghaderreen Family Resource Centre,"We are a Family Resource Centre so would offer various groups, supports and signposting to other agencies","Signposting, family support, community inclusion","New street, Ballaghaderreen, ",F45EK13,No,www.ballaghaderreenfrc.ie,coordinator@ballaghaderreenfrc.ie,0866048560,Information & Advice;Community & Family;,Community & Family,53.90056226,-8.584205162,"Monday, Tuesday, Wednesday, Thursday, Friday: 9am-5pm (closed for lunch 1-2pm)",,,,,,,,,,,,
135,Roscommon - Boyle Family Resource Centre,"We aim to support and enrich family life through a wide range of community and family based supports including counselling and psychotherapy services, baby and toddler groups, Food Bank, English language support, various support groups and targeted workshops/ education opportunities. We also, have Community Inclusion Support Service that focuses on meaningful integration and advocacy for all members of our community.members ","Family Support, Counselling, Psychotherapy, Community Inclusion, Information and advice, help with forms, English language class","Boyle FRC, Military Road,  Boyle, Co. Roscommon",F52H674,No,www.boylefrc.ie,info@boylefrc.ie,0719663000,"Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Emergency & Homelessness Support (e.g. food, shelter, day services);",Multiple services,53.975,-8.3,"Monday, Tuesday, Wednesday, Thursday, Friday: 9am-5pm",,,,,,,,,,,,
154,Roscommon - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Lisnamult, Roscommon, Ireland",F42 H985,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.62508074,-8.197275561,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Ballaghadereen, Convent Road, Ballaghaderreen, Co. Roscommon",F45 RX89,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.90272149,-8.578518115,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Boyle, Marian Road, Boyle, Co. Roscommon",F52 X580,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.97302623,-8.292320514,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Castlerea, St. Patrick Street, Castlerea, Co. Roscommon",F45 X431,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.76649766,-8.479653658,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB FET Centre Lanesboro Street, Roscommon, Co. Roscommon",F42 NA72,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.6338086,-8.183867595,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
